what,kind,bundleId,bundleVersion,description,time
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1589466657105
activated,perspective,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui.cPerspective",1589466657285
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1589466657589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.resetPerspective",1589466657604
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1589466659367
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1589466659375
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1589466664279
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1589466668722
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1589466668742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589466672823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589466684481
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1589466685626
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1589466685636
error,log,,,"No Byte Stream Services found for Nios II Console View",1589466692484
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1589466692623
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1589466692635
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1589466692637
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1589466692639
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1589466692653
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1589466696718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589466698293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589467289361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589467293966
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1589467300860
error,log,,,"No Byte Stream Services found for Nios II Console View",1589467307420
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1589467310215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589467313417
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1589467313428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589467315824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589467737390
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1589467738450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589467742963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589467749134
