what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1590505585436
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1590505585438
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1590505585438
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1590505585438
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1590505585439
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1590505585441
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1590505585445
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1590505585445
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1590505585446
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1590505585447
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1590505585448
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1590505585449
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1590505585450
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1590505585452
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1590505585452
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1590505585453
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1590505585455
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1590505585455
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1590505585456
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1590505585456
os,sysinfo,,,"win32",1590505585459
arch,sysinfo,,,"x86",1590505585459
ws,sysinfo,,,"win32",1590505585459
locale,sysinfo,,,"en_US",1590505585459
processors,sysinfo,,,"4",1590505585459
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1590505585459
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1590505585459
java.specification.name,sysinfo,,,"Java Platform API Specification",1590505585459
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1590505585459
java.specification.version,sysinfo,,,"1.6",1590505585459
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1590505585459
java.version,sysinfo,,,"1.6.0_23",1590505585459
java.vm.info,sysinfo,,,"mixed mode",1590505585459
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1590505585459
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1590505585459
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1590505585459
java.vm.specification.version,sysinfo,,,"1.0",1590505585459
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1590505585459
java.vm.version,sysinfo,,,"19.0-b09",1590505585459
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1590505586521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1590505586934
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1590505588083
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1590505590204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1590505600401
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1590505604326
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1590505605647
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1590505605827
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1590505614513
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1590505614523
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1590505614524
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1590505614526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1590505614581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1590505644320
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1590505655604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1590505659102
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1590505670055
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1590505670065
error,log,,,"No Byte Stream Services found for Nios II Console View",1590505676788
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1590505676927
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1590505676942
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1590505681044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1590510039331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1590510039426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1590510041324
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1590510041487
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1590510041596
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1590510042373
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1590510042377
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1590510042380
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1590510043393
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1590510043395
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1590510043395
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1590510043395
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1590510043396
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1590510043396
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1590510043397
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1590510043397
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1590510043398
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1590510043400
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1590510043402
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1590510043402
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1590510043408
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1590510043410
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1590510043410
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1590510043411
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1590510043411
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1590510043413
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1590510043413
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1590510043413
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1590510043416
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1590510043416
