what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1588268415527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1588268421518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588268427972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588268445883
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1588268446723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588268452076
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1588268459210
error,log,,,"No Byte Stream Services found for Nios II Console View",1588268466204
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1588268469066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588268475279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588268476487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588268502295
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1588268515109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1588268524694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588268543387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588268550264
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1588268551661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588268555143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588268562838
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1588268563344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588268565878
error,log,,,"No Byte Stream Services found for Nios II Console View",1588268570268
