what,kind,bundleId,bundleVersion,description,time
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1588437412484
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1588437412642
error,log,,,"No Byte Stream Services found for Nios II Console View",1588437419051
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1588437419207
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1588437419223
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1588437419223
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1588437419223
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1588437419239
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1588437422821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588437430745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588437954632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588437955685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588438376218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588438378786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588438383482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588438389732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588438395682
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1588438396244
error,log,,,"No Byte Stream Services found for Nios II Console View",1588438402667
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1588438405691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588438416822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588439292951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588439295726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588439295851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588439298541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588439310850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588439314451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588439334119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588439336801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588439346462
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1588439347168
error,log,,,"No Byte Stream Services found for Nios II Console View",1588439357660
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1588439361216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588439362370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588439456679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588439462890
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1588439469841
error,log,,,"No Byte Stream Services found for Nios II Console View",1588439476637
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1588439479673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588440872182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588440894619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588440900773
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1588440901310
error,log,,,"No Byte Stream Services found for Nios II Console View",1588440907789
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1588440910813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588440948460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588441495030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588441502177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588441508301
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1588441508849
error,log,,,"No Byte Stream Services found for Nios II Console View",1588441515269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588441517791
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1588441518338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588441531112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588441531284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588512300454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588512323963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588515034204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588515034204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588515035250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588515035297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588515036546
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1588515036706
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1588515036800
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1588515037182
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1588515037182
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1588515037182
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1588515038189
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1588515038191
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1588515038192
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1588515038192
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1588515038192
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1588515038192
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1588515038194
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1588515038194
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1588515038194
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1588515038196
